LAYER	BK	CH	VS	OL_REF	LANG	ACTION	EXPR_NO	TOKEN_POS	SOURCE_EXPRESSION	ORIGINAL_VALUES	FINAL_VALUES	RULE_CLASS	REASON	REVIEW_STATUS
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 36:35	HEB	DROP_EXPR	1		וְשֵׁ֣שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 36:37	HEB	DROP_EXPR	1		וְשֵׁ֣שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 37:18	HEB	REPLACE_VERSE_VALUES			וְשִׁשָּׁ֣ה | שְׁלֹשָׁ֣ה_׀ | הָֽאֶחָ֔ד וּשְׁלֹשָׁה֙ | הַשֵּׁנִֽי׃	6;3;4;2	6;3;1;3;2	STRUCTURAL_COMPOSITION	Six branches; three on first side, three on second side.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 38:9	HEB	DROP_EXPR	1		שֵׁ֣שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 38:16	HEB	DROP_EXPR	1		שֵׁ֥שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 38:18	HEB	DROP_EXPR	1		וְשֵׁ֣שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 39:2	HEB	DROP_EXPR	1		וְשֵׁ֥שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 39:5	HEB	DROP_EXPR	1		וְשֵׁ֣שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 39:8	HEB	DROP_EXPR	1		וְשֵׁ֥שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 39:27	HEB	DROP_EXPR	1		שֵׁ֖שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 39:28	HEB	DROP_EXPR	1		שֵׁ֔שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 39:28	HEB	DROP_EXPR	2		שֵׁ֑שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 39:28	HEB	DROP_EXPR	3		שֵׁ֥שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EXO 39:29	HEB	DROP_EXPR	1		שֵׁ֣שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EZK 16:13	HEB	DROP_EXPR	1		שֵׁ֤שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EZK 17:24	HEB	DROP_EXPR	1		הוֹבַ֙שְׁתִּי֙	2		LEXICAL_FALSE_POSITIVE	"verb ""I dried up"", not two"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EZK 27:7	HEB	DROP_EXPR	1		שֵׁשׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EZK 33:30	HEB	DROP_EXPR	3		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EZK 41:6	HEB	REPLACE_VERSE_VALUES			שָׁל֧וֹשׁ וּשְׁלֹשִׁ֣ים	33	33	SEMANTIC_COMPOUND	Supplied OL forms a single compound number; NIV restructuring does not change OL normalization.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EZK 48:20	HEB	REPLACE_VERSE_VALUES			חֲמִשָּׁ֤ה וְעֶשְׂרִים֙ אֶ֔לֶף בַּחֲמִשָּׁ֥ה וְעֶשְׂרִ֖ים אָ֑לֶף רְבִיעִ֗ית | חֲמִשָּׁ֤ה וְעֶשְׂרִים֙ אֶ֔לֶף בַּחֲמִשָּׁ֥ה וְעֶשְׂרִ֖ים אָ֑לֶף רְבִיעִ֗ית	50000;4	25000;25000;4	STRUCTURAL_COMPOSITION	Twenty-five thousand by twenty-five thousand, four-sided/square; dimensions remain separate.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EZR 8:22	HEB	DROP_EXPR	1		בֹ֗שְׁתִּי	2		LEXICAL_FALSE_POSITIVE	verb/noun of shame, not two	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EZR 9:6	HEB	DROP_EXPR	1		בֹּ֣שְׁתִּי	2		LEXICAL_FALSE_POSITIVE	verb/noun of shame, not two	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				EZR 9:8	HEB	DROP_EXPR	1		מֵאֵ֣ת_׀	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:5	HEB	REPLACE_VERSE_VALUES			תְּשַׁ֤ע מֵאוֹת֙ | וּשְׁלֹשִׁ֖ים	900;30	930	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:6	HEB	REPLACE_VERSE_VALUES			חָמֵ֥שׁ | וּמְאַ֣ת	5;100	105	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:7	HEB	REPLACE_VERSE_VALUES			שֶׁ֣בַע | וּשְׁמֹנֶ֥ה מֵא֖וֹת	7;800	807	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:8	HEB	REPLACE_VERSE_VALUES			שְׁתֵּ֤ים עֶשְׂרֵה֙ | וּתְשַׁ֥ע מֵא֖וֹת	12;900	912	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:10	HEB	REPLACE_VERSE_VALUES			חֲמֵ֤שׁ עֶשְׂרֵה֙ | וּשְׁמֹנֶ֥ה מֵא֖וֹת	15;800	815	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:11	HEB	REPLACE_VERSE_VALUES			חָמֵ֣שׁ | וּתְשַׁ֥ע מֵא֖וֹת	5;900	905	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:13	HEB	REPLACE_VERSE_VALUES			אַרְבָּעִ֣ים | וּשְׁמֹנֶ֥ה מֵא֖וֹת	40;800	840	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:14	HEB	REPLACE_VERSE_VALUES			עֶ֣שֶׂר | וּתְשַׁ֥ע מֵא֖וֹת	10;900	910	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:15	HEB	REPLACE_VERSE_VALUES			חָמֵ֥שׁ | וְשִׁשִּׁ֣ים	5;60	65	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:16	HEB	REPLACE_VERSE_VALUES			שְׁלֹשִׁ֣ים | וּשְׁמֹנֶ֥ה מֵא֖וֹת	30;800	830	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:17	HEB	REPLACE_VERSE_VALUES			חָמֵ֤שׁ וְתִשְׁעִים֙ | וּשְׁמֹנֶ֥ה מֵא֖וֹת	95;800	895	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:18	HEB	REPLACE_VERSE_VALUES			שְׁתַּ֧יִם וְשִׁשִּׁ֛ים | וּמְאַ֣ת	62;100	162	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:20	HEB	REPLACE_VERSE_VALUES			שְׁתַּ֤יִם וְשִׁשִּׁים֙ | וּתְשַׁ֥ע מֵא֖וֹת	62;900	962	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:23	HEB	REPLACE_VERSE_VALUES			חָמֵ֤שׁ וְשִׁשִּׁים֙ | וּשְׁלֹ֥שׁ מֵא֖וֹת	65;300	365	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:25	HEB	REPLACE_VERSE_VALUES			שֶׁ֧בַע וּשְׁמֹנִ֛ים | וּמְאַ֣ת	87;100	187	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:26	HEB	REPLACE_VERSE_VALUES			שְׁתַּ֤יִם וּשְׁמוֹנִים֙ | וּשְׁבַ֥ע מֵא֖וֹת	82;700	782	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:27	HEB	REPLACE_VERSE_VALUES			תֵּ֤שַׁע וְשִׁשִּׁים֙ | וּתְשַׁ֥ע מֵא֖וֹת	69;900	969	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:28	HEB	REPLACE_VERSE_VALUES			שְׁתַּ֧יִם וּשְׁמֹנִ֛ים | וּמְאַ֣ת	82;100	182	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:30	HEB	REPLACE_VERSE_VALUES			חָמֵ֤שׁ וְתִשְׁעִים֙ | וַחֲמֵ֥שׁ מֵאֹ֖ת	95;500	595	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 5:31	HEB	REPLACE_VERSE_VALUES			שֶׁ֤בַע וְשִׁבְעִים֙ | וּשְׁבַ֥ע מֵא֖וֹת	77;700	777	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 9:28	HEB	REPLACE_VERSE_VALUES			שְׁלֹ֤שׁ מֵאוֹת֙ | וֽ͏ַחֲמִשִּׁ֖ים	300;50	350	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 9:29	HEB	REPLACE_VERSE_VALUES			תְּשַׁ֤ע מֵאוֹת֙ | וַחֲמִשִּׁ֖ים	900;50	950	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 11:13	HEB	REPLACE_VERSE_VALUES			שָׁלֹ֣שׁ | וְאַרְבַּ֥ע מֵא֖וֹת	3;400	403	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 11:15	HEB	REPLACE_VERSE_VALUES			שָׁלֹ֣שׁ | וְאַרְבַּ֥ע מֵא֖וֹת	3;400	403	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 11:17	HEB	REPLACE_VERSE_VALUES			שְׁלֹשִׁ֣ים | וְאַרְבַּ֥ע מֵא֖וֹת	30;400	430	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 11:19	HEB	REPLACE_VERSE_VALUES			תֵּ֥שַׁע | וּמָאתַ֣יִם	9;200	209	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 11:21	HEB	REPLACE_VERSE_VALUES			שֶׁ֥בַע | וּמָאתַ֣יִם	7;200	207	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 11:25	HEB	REPLACE_VERSE_VALUES			תְּשַֽׁע עֶשְׂרֵ֥ה | וּמְאַ֣ת	19;100	119	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 11:32	HEB	REPLACE_VERSE_VALUES			חָמֵ֥שׁ | וּמָאתַ֣יִם	5;200	205	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 12:4	HEB	REPLACE_VERSE_VALUES			חָמֵ֤שׁ | וְשִׁבְעִ֣ים	5;70	75	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 16:16	HEB	REPLACE_VERSE_VALUES			שְׁמֹנִ֥ים | וְשֵׁ֣שׁ	80;6	86	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 17:1	HEB	REPLACE_VERSE_VALUES			תִּשְׁעִ֥ים | וְתֵ֣שַׁע	90;9	99	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 17:27	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 19:24	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 23:1	HEB	DROP_EXPR	4		שְׁנֵ֖י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 23:1	HEB	REPLACE_VERSE_VALUES			מֵאָ֥ה | וְעֶשְׂרִ֥ים | וְשֶׁ֣בַע | שְׁנֵ֖י	100;20;7;2	127	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 23:20	HEB	DROP_EXPR	1		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 25:7	HEB	DROP_EXPR	1		שְׁנֵֽי	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 25:7	HEB	REPLACE_VERSE_VALUES			שְׁנֵֽי | מְאַ֥ת | וְשִׁבְעִ֥ים | וְחָמֵ֥שׁ	2;100;70;5	175	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 25:10	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 25:17	HEB	DROP_EXPR	1		שְׁנֵי֙	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 25:17	HEB	REPLACE_VERSE_VALUES			שְׁנֵי֙ | מְאַ֥ת | וּשְׁלֹשִׁ֥ים | וְשֶׁ֣בַע	2;100;30;7	137	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 27:30	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 28:19	HEB	DROP_EXPR	1		לָרִאשֹׁנָֽה׃	1		LEXICAL_FALSE_POSITIVE	"Temporal/lexicalized ""formerly/as before/former things"" usage, not numeric rank one."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 28:22	HEB	REPLACE_EXPR	1		עַשֵּׂ֖ר	10	1/10	SEMANTIC_FRACTION	Verb denotes tithing/giving a tenth; normalize semantic quantity to 1/10.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 31:37	HEB	DROP_EXPR	1		מִשַּׁ֣שְׁתָּ	6		LEXICAL_FALSE_POSITIVE	"verb ""you searched/felt"", not six"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 35:28	HEB	REPLACE_VERSE_VALUES			מְאַ֥ת | וּשְׁמֹנִ֥ים	100;80	180	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 38:1	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 41:27	HEB	DROP_EXPR	5		שֶׁ֖בַע שְׁנֵ֥י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 41:30	HEB	DROP_EXPR	2		שֶׁ֜בַע שְׁנֵ֤י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 41:34	HEB	DROP_EXPR	2		בְּשֶׁ֖בַע שְׁנֵ֥י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 41:36	HEB	DROP_EXPR	2		לְשֶׁ֙בַע֙ שְׁנֵ֣י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 41:42	HEB	DROP_EXPR	1		שֵׁ֔שׁ	6		LEXICAL_FALSE_POSITIVE	Context identifies שֵׁשׁ as fine linen/cotton/marble material, not the numeral six.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 41:47	HEB	DROP_EXPR	2		בְּשֶׁ֖בַע שְׁנֵ֣י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 41:53	HEB	DROP_EXPR	2		שֶׁ֖בַע שְׁנֵ֣י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 41:54	HEB	DROP_EXPR	2		שֶׁ֣בַע שְׁנֵ֤י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 43:34	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 47:8	HEB	DROP_EXPR	1		שְׁנֵ֥י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 47:9	HEB	DROP_EXPR	1		שְׁנֵ֣י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 47:9	HEB	DROP_EXPR	3		שְׁנֵ֣י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 47:9	HEB	DROP_EXPR	4		שְׁנֵי֙	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 47:9	HEB	REPLACE_VERSE_VALUES			שְׁנֵ֣י | שְׁלֹשִׁ֥ים וּמְאַ֖ת | שְׁנֵ֣י | שְׁנֵי֙	2;130;2;2	130	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 47:22	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 47:28	HEB	DROP_EXPR	2		שְׁנֵ֣י	2		LEXICAL_FALSE_POSITIVE	"Here שְׁנֵי is the construct plural ""years of"", not the numeral ""two""."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 47:28	HEB	REPLACE_VERSE_VALUES			שְׁבַ֥ע עֶשְׂרֵ֖ה | שְׁנֵ֣י | שֶׁ֣בַע | וְאַרְבָּעִ֥ים וּמְאַ֖ת	17;2;7;140	17;147	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 49:30	HEB	DROP_EXPR	1		מֵאֵ֛ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 49:32	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				GEN 50:13	HEB	DROP_EXPR	1		מֵאֵ֛ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				HAB 2:13	HEB	DROP_EXPR	1		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ISA 1:26	HEB	DROP_EXPR	1		כְּבָרִ֣אשֹׁנָ֔ה	1		LEXICAL_FALSE_POSITIVE	"Temporal/lexicalized ""formerly/as before/former things"" usage, not numeric rank one."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ISA 5:12	HEB	DROP_EXPR	1		מִשְׁתֵּיהֶ֑ם	2		LEXICAL_FALSE_POSITIVE	drink/feasting noun, not two	CONFIRMED
